protein_id,symbol,community,degree,annotation
10090.ENSMUSP00000007216,Ap2m1,10,31,"AP-2 complex subunit mu; Component of the adaptor protein complex 2 (AP-2). Adaptor protein complexes function in protein transport via transport vesicles in different membrane traffic pathways. Adaptor protein complexes are vesicle coat components and appear to be involved in cargo selection and vesicle formation. AP-2 is involved in clathrin-dependent endocytosis in which cargo proteins are incorporated into vesicles surrounded by clathrin (clathrin-coated vesicles, CCVs) which are destined for fusion with the early endosome. The clathrin lattice serves as a mechanical scaffold but i [...] "
10090.ENSMUSP00000151921,Grik2,4,32,"Glutamate receptor ionotropic, kainate 2; Ionotropic glutamate receptor. L-glutamate acts as an excitatory neurotransmitter at many synapses in the central nervous system. Binding of the excitatory neurotransmitter L-glutamate induces a conformation change, leading to the opening of the cation channel, and thereby converts the chemical signal to an electrical impulse. The receptor then desensitizes rapidly and enters a transient inactive state, characterized by the presence of bound agonist. May be involved in the transmission of light information from the retina to the hypothalamus. M [...] "
10090.ENSMUSP00000033394,Fadd,4,32,"FAS-associated death domain protein; Apoptotic adaptor molecule that recruits caspase-8 or caspase-10 to the activated Fas (CD95) or TNFR-1 receptors. The resulting aggregate called the death-inducing signaling complex (DISC) performs caspase-8 proteolytic activation. Active caspase-8 initiates the subsequent cascade of caspases mediating apoptosis (By similarity). Involved in interferon-mediated antiviral immune response, playing a role in the positive regulation of interferon signaling (By similarity)."
10090.ENSMUSP00000030051,Txn1,7,31,"Thioredoxin; Participates in various redox reactions through the reversible oxidation of its active center dithiol to a disulfide and catalyzes dithiol-disulfide exchange reactions (By similarity). Plays a role in the reversible S-nitrosylation of cysteine residues in target proteins, and thereby contributes to the response to intracellular nitric oxide. Nitrosylates the active site Cys of CASP3 in response to nitric oxide (NO), and thereby inhibits caspase-3 activity. Induces the FOS/JUN AP-1 DNA binding activity in ionizing radiation (IR) cells through its oxidation/reduction status  [...] "
10090.ENSMUSP00000001008,Ccl3,4,73,"C-C motif chemokine 3; Monokine with inflammatory, pyrogenic and chemokinetic properties. Has a potent chemotactic activity for eosinophils. Binding to a high-affinity receptor activates calcium release in neutrophils; Belongs to the intercrine beta (chemokine CC) family."
10090.ENSMUSP00000107830,Prkcd,4,47,"Protein kinase C delta type regulatory subunit; Calcium-independent, phospholipid- and diacylglycerol (DAG)- dependent serine/threonine-protein kinase that plays contrasting roles in cell death and cell survival by functioning as a pro-apoptotic protein during DNA damage-induced apoptosis, but acting as an anti- apoptotic protein during cytokine receptor-initiated cell death, is involved in tumor suppression, is required for oxygen radical production by NADPH oxidase and acts as positive or negative regulator in platelet functional responses. Negatively regulates B cell proliferation a [...] "
10090.ENSMUSP00000135220,Taf6l,6,38,"TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L; Functions as a component of the PCAF complex. The PCAF complex is capable of efficiently acetylating histones in a nucleosomal context. The PCAF complex could be considered as the human version of the yeast SAGA complex (By similarity). With TAF5L, acts as an epigenetic regulator essential for somatic reprogramming. Regulates target genes through H3K9ac deposition and MYC recruitment which trigger MYC regulatory network to orchestrate gene expression programs to control embryonic stem cell state [...] "
10090.ENSMUSP00000103935,Ect2,8,44,"Protein ECT2; Guanine nucleotide exchange factor (GEF) that catalyzes the exchange of GDP for GTP. Promotes guanine nucleotide exchange on the Rho family members of small GTPases, like RHOA, RHOC, RAC1 and CDC42. Required for signal transduction pathways involved in the regulation of cytokinesis. Component of the centralspindlin complex that serves as a microtubule-dependent and Rho-mediated signaling required for the myosin contractile ring formation during the cell cycle cytokinesis. Regulates the translocation of RHOA from the central spindle to the equatorial region. Plays a role i [...] "
10090.ENSMUSP00000123865,Dcaf1,4,35,"DDB1- and CUL4-associated factor 1; Acts both as a substrate recognition component of E3 ubiquitin-protein ligase complexes and as an atypical serine/threonine- protein kinase, playing key roles in various processes such as cell cycle, telomerase regulation and histone modification. Probable substrate-specific adapter of a DCX (DDB1-CUL4-X-box) E3 ubiquitin- protein ligase complex, named CUL4A-RBX1-DDB1-DCAF1/VPRBP complex, which mediates ubiquitination and proteasome-dependent degradation of proteins such as NF2. Involved in the turnover of methylated proteins: recognizes and binds me [...] "
10090.ENSMUSP00000048470,Rbm25,5,39,"RNA-binding protein 25; RNA-binding protein that acts as a regulator of alternative pre-mRNA splicing. Involved in apoptotic cell death through the regulation of the apoptotic factor BCL2L1 isoform expression. Modulates the ratio of proapoptotic BCL2L1 isoform S to antiapoptotic BCL2L1 isoform L mRNA expression. When overexpressed, stimulates proapoptotic BCL2L1 isoform S 5'-splice site (5'-ss) selection, whereas its depletion caused the accumulation of antiapoptotic BCL2L1 isoform L. Promotes BCL2L1 isoform S 5'-ss usage through the 5'-CGGGCA-3' RNA sequence. Its association with LUC7 [...] "
10090.ENSMUSP00000119261,Utp23,0,54,rRNA-processing protein UTP23 homolog; Involved in rRNA-processing and ribosome biogenesis. Belongs to the UTP23/FCF1 family. UTP23 subfamily.
10090.ENSMUSP00000150277,Cyp1a1,7,90,"Cytochrome P450 1A1; A cytochrome P450 monooxygenase involved in the metabolism of various endogenous substrates, including fatty acids, steroid hormones and vitamins. Mechanistically, uses molecular oxygen inserting one oxygen atom into a substrate, and reducing the second into a water molecule, with two electrons provided by NADPH via cytochrome P450 reductase (CPR; NADPH-ferrihemoprotein reductase). Catalyzes the hydroxylation of carbon-hydrogen bonds. Exhibits high catalytic activity for the formation of hydroxyestrogens from estrone (E1) and 17beta-estradiol (E2), namely 2-hydroxy [...] "
10090.ENSMUSP00000046441,Zer1,1,59,Protein zer-1 homolog; Serves as substrate adapter subunit in the E3 ubiquitin ligase complex ZYG11B-CUL2-Elongin BC. Acts redudantly with ZYG11B to target substrates bearing N-terminal glycine degrons for proteasomal degradation. Involved in the clearance of proteolytic fragments generated by caspase cleavage during apoptosis since N-terminal glycine degrons are strongly enriched at caspase cleavage sites. Also important in the quality control of protein N-myristoylation in which N-terminal glycine degrons are conditionally exposed after a failure of N- myristoylation.
10090.ENSMUSP00000133302,Apoe,4,50,"Apolipoprotein E; APOE is an apolipoprotein, a protein associating with lipid particles, that mainly functions in lipoprotein-mediated lipid transport between organs via the plasma and interstitial fluids. APOE is a core component of plasma lipoproteins and is involved in their production, conversion and clearance. Apoliproteins are amphipathic molecules that interact both with lipids of the lipoprotein particle core and the aqueous environment of the plasma. As such, APOE associates with chylomicrons, chylomicron remnants, very low density lipoproteins (VLDL) and intermediate density  [...] "
10090.ENSMUSP00000029476,Sec22b,10,37,Vesicle-trafficking protein SEC22b; SNARE involved in targeting and fusion of ER-derived transport vesicles with the Golgi complex as well as Golgi-derived retrograde transport vesicles with the ER; Belongs to the synaptobrevin family.
10090.ENSMUSP00000031318,Cxcl5,4,50,"C-X-C motif chemokine 5; May participate in the recruitment of inflammatory cells by injured or infected tissue. GCP-2(1-78) and, more potent, GCP-2(9-78) attract neutrophils and are involved in neutrophil activation."
10090.ENSMUSP00000080993,mt-Co1,9,87,"Cytochrome c oxidase subunit 1; Component of the cytochrome c oxidase, the last enzyme in the mitochondrial electron transport chain which drives oxidative phosphorylation. The respiratory chain contains 3 multisubunit complexes succinate dehydrogenase (complex II, CII), ubiquinol- cytochrome c oxidoreductase (cytochrome b-c1 complex, complex III, CIII) and cytochrome c oxidase (complex IV, CIV), that cooperate to transfer electrons derived from NADH and succinate to molecular oxygen, creating an electrochemical gradient over the inner membrane that drives transmembrane transport and t [...] "
10090.ENSMUSP00000031862,Cbx3,8,35,"Chromobox protein homolog 3; Component of heterochromatin. Recognizes and binds histone H3 tails methylated at 'Lys-9', leading to epigenetic repression. Probably involved in the repression of many genes located in euchromatin, such as E2F1, MYC and CDC25A. Involved in the formation of functional kinetochore through interaction with MIS12 complex proteins. Contributes to the conversion of local chromatin to a heterochromatin- like repressive state through H3 'Lys-9' trimethylation, mediates the recruitment of the methyltransferases SUV39H1 and/or SUV39H2 by the PER complex to the E-box [...] "
10090.ENSMUSP00000157948,Rps14,3,318,40S ribosomal protein S14; Belongs to the universal ribosomal protein uS11 family.
10090.ENSMUSP00000156707,Snrpc,5,42,"U1 small nuclear ribonucleoprotein C; Component of the spliceosomal U1 snRNP, which is essential for recognition of the pre-mRNA 5' splice-site and the subsequent assembly of the spliceosome. SNRPC/U1-C is directly involved in initial 5' splice-site recognition for both constitutive and regulated alternative splicing. The interaction with the 5' splice-site seems to precede base-pairing between the pre-mRNA and the U1 snRNA. Stimulates commitment or early (E) complex formation by stabilizing the base pairing of the 5' end of the U1 snRNA and the 5' splice-site region."
10090.ENSMUSP00000037251,Dhx8,5,75,ATP-dependent RNA helicase DHX8; Involved in pre-mRNA splicing as component of the spliceosome. Facilitates nuclear export of spliced mRNA by releasing the RNA from the spliceosome.
10090.ENSMUSP00000036830,Entpd3,2,37,Ectonucleoside triphosphate diphosphohydrolase 3; Belongs to the GDA1/CD39 NTPase family.
